Temperatura,Personas,Electrodomesticos,Consumo_kWh
19.566244695939876,3.0,19.0,60.10243287661722
16.99514719982762,3.0,10.0,43.431814936197206
30.869383926067393,1.0,8.0,46.8983943263292
24.778915253518612,2.0,8.0,43.70067096665061
19.256440141463234,4.0,20.0,64.65860361032689
27.400078772020404,4.0,18.0,71.30082787411722
18.237832076228756,3.0,14.0,49.727332749700516
27.79397484018255,2.0,10.0,45.30920263478253
25.75435664917654,2.0,8.0,40.14993964533324
15.68643653478549,1.0,7.0,31.24829312780174
18.046497327449984,1.0,6.0,28.089498899652025
21.146055758427487,1.0,6.0,30.76685941645703
13.903073211632568,2.0,16.0,42.101050827841284
25.214473320426222,2.0,6.0,
18.829367153035335,4.0,20.0,63.853137764978854
19.192585642321706,5.0,6.0,47.64087926155687
16.87217262663988,2.0,13.0,40.83372318696642
20.727236447261024,1.0,9.0,35.92798122195571
23.980880477413173,2.0,14.0,46.421973174671685
24.583465505677466,3.0,9.0,44.16314578954095
25.75744971409474,2.0,5.0,37.82234032390653
27.744395037140325,1.0,10.0,36.8283427041868
23.193099369760347,1.0,11.0,38.78733842753988
18.244113474555814,3.0,,35.48542727492037
23.55332004235915,5.0,10.0,56.94949686558044
16.59395387770817,1.0,18.0,49.14442645895174
22.182487998170906,1.0,19.0,49.892109100536636
20.527755656175525,5.0,18.0,67.65343241700457
20.64564410609637,3.0,20.0,59.51991307555845
21.355707773535023,4.0,10.0,48.52623727208624
16.908892783599047,4.0,13.0,47.410646941746
12.41015626292552,3.0,19.0,52.31598565560231
20.08527485331099,3.0,12.0,44.8954728039759
30.181777740797084,1.0,7.0,39.78009648065242
14.48212861929067,2.0,13.0,41.823001061898786
21.942953988912105,5.0,6.0,44.0151215713732
25.801091336411723,2.0,5.0,34.1374935948524
24.473090209645797,5.0,16.0,59.69078289145758
22.447926331695985,3.0,,53.06512632216923
,3.0,20.0,61.52134674875587
33.80275475483434,2.0,19.0,64.51244371396974
25.051301121363547,,15.0,50.51751972150994
27.53712503596106,5.0,8.0,54.05292492513594
26.64576732974075,4.0,9.0,49.033790346777046
17.508831600704646,3.0,16.0,50.26117124657746
23.484582033894252,1.0,17.0,50.945585630608875
28.48710056701576,3.0,7.0,49.64200019807562
23.41523723593498,4.0,10.0,51.06978182584708
21.04090369970041,1.0,12.0,40.59110307114036
18.05798170246093,1.0,8.0,
24.158829538783813,2.0,6.0,36.50446832948121
22.295483452848227,1.0,11.0,44.29554692368117
29.35429060732538,5.0,20.0,73.69955296124306
14.22890976194897,4.0,6.0,28.26051806695191
23.36313430653152,3.0,11.0,50.241808809174266
19.171582977272955,1.0,14.0,39.491973924999606
25.5236110096494,1.0,16.0,48.053980473111935
24.29784200767346,3.0,10.0,48.204171386544715
26.37741815710906,1.0,15.0,56.697640729324064
27.22784825220688,3.0,12.0,53.01952362655178
21.87537077574567,2.0,6.0,35.608213888308825
16.138859732945683,4.0,5.0,
24.07510098931419,5.0,5.0,46.664910383518794
,1.0,15.0,47.79968875611631
25.10597822327449,4.0,14.0,58.376256565216906
18.637531463062135,5.0,17.0,60.043054370901245
25.350667662945224,5.0,,54.978777331755545
,3.0,20.0,58.947978261679715
25.348501005269174,5.0,11.0,61.780237621471855
21.53008731360098,5.0,6.0,45.61753956333524
21.810189238367574,3.0,15.0,51.66373640431598
22.064278235920558,1.0,,40.15999244672382
17.384080100006287,1.0,19.0,50.575102296209195
18.64120275906299,4.0,20.0,59.817719976421245
,1.0,5.0,184.19493121440198
23.64382541060664,2.0,17.0,57.40433612773017
20.761816554502154,2.0,19.0,54.71694250501103
20.11248621531137,3.0,14.0,48.540525688136995
23.30109547183358,2.0,10.0,41.93088190469071
14.580804031680788,2.0,12.0,40.44747240381027
16.480824924742656,1.0,12.0,40.48124808079764
27.362169834403304,1.0,16.0,52.07908539853979
,2.0,8.0,44.198149843203794
25.754529618639474,5.0,11.0,52.62136590333225
21.56567724734169,3.0,5.0,38.59953307842263
28.075077776279098,4.0,,54.19648578367941
18.18428846491734,5.0,20.0,68.87450902664057
23.65118398971067,3.0,,57.08479198560455
29.410091449021763,5.0,11.0,
22.633892011216766,4.0,16.0,59.19809218678643
25.050319245587666,2.0,11.0,53.222885981394725
24.30361092127033,4.0,11.0,49.06274668089783
15.826974541684303,1.0,17.0,47.25322034235221
29.353983266658265,5.0,19.0,76.99634754505871
,5.0,10.0,51.00924106704544
23.9915011295872,2.0,17.0,57.02206917157898
25.65948801569426,4.0,11.0,55.953595926097094
17.167849026301347,4.0,18.0,66.18248286859648
25.206312851632614,2.0,9.0,46.18677603367727
22.31527956566264,3.0,19.0,64.72536204764037
18.250275672699203,5.0,15.0,58.91787538717263
23.751531377500598,2.0,15.0,52.535313068144696
15.971045746138868,4.0,14.0,47.104004974690746
16.046068143796983,3.0,7.0,33.03241007424406
20.771361139302154,3.0,6.0,41.777224798237064
,1.0,8.0,26.558785812114216
36.821611707735585,1.0,12.0,57.78262137530088
26.624252019241318,,20.0,57.52837664869431
26.86564056588451,5.0,8.0,54.5484296310426
18.356143061083003,4.0,6.0,37.77283762352277
23.485092798076447,2.0,18.0,50.14765843275062
24.759905972618977,2.0,12.0,45.44792605677973
14.742869843104549,3.0,16.0,54.83863272755774
25.26556954490099,5.0,9.0,48.33974622840032
20.753185483982744,1.0,7.0,34.76049193771756
21.749421306707045,1.0,12.0,40.98063670235088
20.076953635931464,2.0,12.0,
22.75249454079168,2.0,17.0,53.74027914023942
27.63849821613699,2.0,15.0,53.92571288847475
26.454446773410798,3.0,7.0,
25.763454911043098,5.0,17.0,67.7495429714837
18.740856382060127,2.0,9.0,33.15397676833855
21.981868926841265,2.0,12.0,48.28989850973487
18.05947021759355,2.0,8.0,33.92785558076773
23.64537391008832,2.0,20.0,61.703551971404906
20.569338551112505,2.0,6.0,35.663462059035105
20.968986963649797,5.0,7.0,48.99748847473638
16.28154760053924,5.0,,
10.288274704000036,2.0,20.0,47.40568586752821
,2.0,,35.21905448061862
19.55870117416326,1.0,16.0,42.17868679474976
21.38747702614126,1.0,13.0,40.33524519263362
22.014845461943082,3.0,8.0,
14.521110653381887,5.0,12.0,48.092846686750036
26.477827792305344,2.0,8.0,42.017329514229736
27.414042416210137,4.0,6.0,45.64845742759784
16.443443300075693,2.0,14.0,44.658024331571525
26.072554762499497,1.0,20.0,57.668095252807284
18.296346396749257,3.0,6.0,36.59348845918613
34.04316124888395,3.0,12.0,60.564299071505886
24.559444669538674,5.0,13.0,60.7601591440171
20.936255096004263,3.0,18.0,53.563150414485364
13.274277914495675,3.0,13.0,44.5731922031118
,1.0,19.0,49.131823199775376
26.93969727046988,2.0,16.0,52.64432328714158
19.866563491761145,2.0,20.0,56.3582914579768
19.606995953892586,5.0,18.0,65.17026550473493
24.78319635687052,1.0,13.0,47.848162334319426
27.424695393457927,1.0,12.0,50.7831796974911
25.250342251618058,2.0,11.0,44.46897612788603
19.718022246243752,1.0,20.0,54.51749353851408
23.226550184058706,2.0,5.0,
23.091049770296163,5.0,17.0,65.26034345252481
22.95350857261537,4.0,19.0,61.773544698240634
15.037595292269646,3.0,11.0,43.26301776279076
26.94207254234697,3.0,11.0,48.5900837660683
21.062701976415386,1.0,8.0,35.78679771586102
25.087678932174708,3.0,20.0,67.42294711582646
28.88790032272165,3.0,9.0,50.747712951046125
28.02639074469993,2.0,,66.06132204701126
14.668789506133672,2.0,17.0,
,5.0,7.0,53.31692122028333
16.47399005190374,,15.0,44.6838225212839
28.061924301033095,5.0,13.0,58.87171251376751
18.409898102605865,5.0,11.0,
30.9915737173544,5.0,16.0,67.18318988619079
15.5851121647567,2.0,6.0,29.44205849632298
21.979916871585182,3.0,17.0,59.00500248659514
21.641956530436968,4.0,14.0,53.01420085823629
11.542630445978054,3.0,6.0,22.690118279543903
16.90828461856745,4.0,19.0,63.95395778774498
20.260237514896968,5.0,6.0,41.1611002580453
20.042307772726843,4.0,20.0,61.373741831503544
23.016253328102966,3.0,12.0,
28.925906929115975,4.0,16.0,63.95133949675146
24.6220230688207,2.0,17.0,53.73238173458025
26.423587287540574,4.0,5.0,45.16720511035043
16.18449653217484,4.0,19.0,54.64229675082629
21.269434381749452,1.0,19.0,55.824983272299605
16.53850201407556,3.0,19.0,51.1209614968946
,3.0,17.0,54.6745843670769
20.27134920260683,1.0,,46.30692099705024
19.392435761485356,,18.0,44.76817782892894
22.835032990398428,4.0,6.0,
18.237978946246365,5.0,12.0,51.778390012833704
,1.0,19.0,48.16068236362147
14.563765778453284,2.0,9.0,
22.576705529383,2.0,17.0,53.77782103167223
14.74043541163951,3.0,8.0,32.159311904964945
26.607820600314916,3.0,5.0,40.017817831105866
,4.0,13.0,54.987083340426054
21.24131728683532,1.0,14.0,47.18538549208823
,4.0,19.0,64.98068746737907
20.457182305336097,3.0,12.0,45.952146268911605
25.82528757045028,5.0,13.0,62.44134137528529
12.20907470741909,5.0,6.0,30.629249282863974
21.299289587800704,4.0,15.0,53.524094512048016
15.96599808181995,4.0,7.0,37.95530728792721
31.76395772221406,2.0,9.0,54.82168622223593
17.777853629223852,1.0,19.0,57.80062883924359
18.464200614124383,1.0,7.0,31.25257072614739
20.729889740905033,2.0,17.0,49.98418514362233
,1.0,6.0,33.848824641744876
11.544848251958944,2.0,12.0,35.37609104375842
22.412605073514005,1.0,18.0,
16.4960107635532,4.0,10.0,40.61047207781063
17.226114769549646,5.0,12.0,52.96748909402049
26.98191028198512,,5.0,39.30650912389493
23.193083671885198,5.0,19.0,69.52659603021087
22.355707164428438,5.0,8.0,45.19101327345831
22.73208417513347,1.0,18.0,54.631221024290234
24.614648342347333,3.0,6.0,35.56334531644373
16.503276941718077,5.0,11.0,48.13698379105519
26.536731728787824,1.0,16.0,50.2687178255574
26.919740985455405,1.0,13.0,51.46169792322284
20.62416777115388,3.0,,66.5566650568047
24.3375593173499,1.0,14.0,48.250723535800695
18.14883014705925,5.0,7.0,41.51727227707154
27.585935674231557,1.0,12.0,46.20197980480198
19.445143165152537,4.0,8.0,39.84063300337446
29.174411697608797,4.0,,63.83097146384242
20.430479173851463,3.0,11.0,47.95505782771196
29.57491204365958,,20.0,77.2002457764978
24.40147634894706,5.0,19.0,66.50838493398521
22.32311703931567,2.0,15.0,
22.279314883687206,3.0,20.0,61.45055662042544
,5.0,9.0,46.33372009114292
19.465452066648567,4.0,15.0,56.033638206345906
26.58776754896077,3.0,13.0,56.5520582530956
23.64641703443239,3.0,12.0,47.99000901571069
,3.0,17.0,48.96239379243416
27.23443097036735,4.0,7.0,49.78737385326289
20.41657033736299,2.0,14.0,47.02611799201187
20.98566766204089,1.0,13.0,46.63111901376007
28.83068346557368,2.0,14.0,57.10034156713151
16.242186034612086,4.0,6.0,39.91656034235813
22.206734458570644,5.0,18.0,68.09078763913853
26.026658953394495,5.0,11.0,55.04971608316346
18.355611147955294,3.0,18.0,54.695107266908735
23.693923343860554,2.0,16.0,57.452222950771585
15.412111076066614,1.0,5.0,25.61432916058656
20.896183207523062,,7.0,46.751323036552066
20.608172118121857,3.0,8.0,44.687266214207185
23.815639476291082,4.0,20.0,72.40150279538882
21.615189870028594,4.0,20.0,63.04995646326012
16.963153246857786,4.0,13.0,49.25108393712429
22.794198464008485,5.0,5.0,46.60131602462369
18.465517225945014,2.0,16.0,46.54065194472433
22.06227960039976,1.0,,41.0282689513199
25.76775374091052,2.0,17.0,56.967567471733
25.48661818092417,1.0,9.0,42.99183064190683
19.753969075568293,3.0,13.0,47.34166904497655
22.439391621481814,2.0,8.0,44.920935199696544
25.159224361894616,1.0,5.0,35.78928353547643
32.814783991255055,,14.0,54.86392434808067
24.163736431291618,5.0,14.0,62.67297475346406
16.448099004969784,2.0,16.0,48.923379653839106
11.881908403988307,1.0,5.0,19.952844676386956
31.265735610095767,3.0,14.0,57.55946075358554
32.572699699003095,2.0,17.0,59.565380614941404
23.451030709892105,3.0,20.0,62.43003739922813
25.441956128235752,3.0,18.0,60.06676242191111
30.409449883894585,4.0,11.0,55.61348731959541
24.752104163074993,1.0,12.0,40.99219413225279
35.42785691101474,4.0,20.0,80.02720403268727
20.21473643184878,4.0,8.0,38.121494059998874
27.642822719137516,2.0,9.0,47.402120215852875
21.911604991563447,4.0,19.0,60.90677964133593
24.70316633659312,4.0,17.0,62.71799983342318
19.34241427165694,5.0,14.0,53.751416189892126
18.587546310886548,2.0,19.0,57.52239783085557
24.796556372619264,3.0,9.0,48.87086408215019
27.45671521524528,4.0,11.0,57.2348001394678
31.566210692267155,2.0,11.0,49.65982216707247
12.919305204538375,3.0,19.0,59.94351327831566
27.33111087793018,3.0,7.0,46.226760966437254
16.372111208063775,1.0,12.0,37.115394467439806
,4.0,20.0,64.37764154343918
28.16460595025437,1.0,16.0,56.183603885884466
22.46103045360097,1.0,19.0,56.73238836151965
12.279563746016203,2.0,12.0,40.18328213511705
17.436002885507627,1.0,14.0,39.8867358857229
,1.0,7.0,37.141865314060354
18.92515428801693,1.0,14.0,41.996006131620334
21.618010473309532,5.0,10.0,51.42429827907264
22.235604873418016,5.0,18.0,63.89945315199036
16.516940499313243,3.0,9.0,40.20030091805117
16.867986905792776,3.0,20.0,
28.632537927544416,1.0,7.0,40.32324241594294
29.310909778379646,3.0,6.0,49.50799760928263
11.861866970289263,3.0,19.0,54.720499789069
23.137429039282566,2.0,7.0,40.352199401973074
28.015138194377627,2.0,20.0,66.13676206149863
21.20559600349302,4.0,7.0,45.844523301835295
19.276967750046104,5.0,16.0,62.84158306322761
28.345674923628295,1.0,17.0,55.42715445342674
17.974000064947745,3.0,20.0,59.943261313973196
26.443556963298647,1.0,17.0,56.67104818809517
22.75112536180664,5.0,13.0,54.33797557537486
34.03401959807177,4.0,10.0,57.45266758519445
26.31901183770276,1.0,7.0,36.538549440362544
21.10677665885739,4.0,5.0,40.552239898722746
25.77274805079877,3.0,5.0,38.86472390030614
27.455183550494574,5.0,5.0,48.52105020817648
26.78574988560224,2.0,17.0,52.72144447563338
,1.0,6.0,37.20678053743374
12.593389664193793,4.0,7.0,39.61739492039485
18.594439332188905,3.0,14.0,52.17937062500675
27.050260822925914,3.0,17.0,64.60797685476946
26.111541875503328,5.0,,66.55211291180422
,5.0,8.0,42.31764842672045
,4.0,16.0,54.69684687816086
19.210430316008548,3.0,11.0,40.25208746704865
22.920424121568203,2.0,18.0,56.4997679990053
14.421337635839627,2.0,7.0,32.81430515569257
15.303333984233987,1.0,15.0,40.7032981597018
24.00613619797744,3.0,17.0,58.08056242349166
17.866634950850543,5.0,17.0,60.15364016772686
23.830824388795556,5.0,15.0,
29.768775336522367,1.0,17.0,55.315024267259666
22.913206163256444,4.0,16.0,60.91227604431373
18.817346040264404,1.0,5.0,23.136207889594036
21.34524745085209,1.0,11.0,40.03829042996098
21.349835021901274,1.0,6.0,30.090052403658063
26.319713796572515,1.0,15.0,
21.44059756339208,2.0,7.0,35.041115456155296
11.913854255897762,1.0,8.0,29.814816414547717
,4.0,11.0,42.752636522262705
23.335752059440175,2.0,19.0,54.40384855008593
24.595468739885412,2.0,8.0,
26.379239925043297,5.0,14.0,64.26988603941804
25.98154896703592,3.0,18.0,63.3675552299931
13.535310909720238,5.0,12.0,51.717697410872944
25.077164090222983,1.0,8.0,37.451105747258815
11.6169283651171,3.0,8.0,32.79955805966849
22.625862794528175,3.0,18.0,65.84447698702658
16.6301469654234,4.0,11.0,49.50306921815354
25.321447745292556,3.0,9.0,47.60866775188107
23.4266164395385,2.0,20.0,55.129913477919345
19.204223918981224,1.0,10.0,38.39723688957204
20.140232825461528,4.0,13.0,49.36128040396754
20.52094637630624,5.0,7.0,39.2469887641331
27.197963868022846,1.0,7.0,39.40441889432748
19.547935917266276,4.0,17.0,61.84564055098889
17.18049981844535,1.0,12.0,36.54915435498913
15.043195373160243,5.0,8.0,43.92158868756927
24.85649354764599,5.0,9.0,51.314211386885376
16.00704607934596,3.0,18.0,58.002090631664885
12.613052511643332,3.0,10.0,33.77834650944499
23.699801964362166,5.0,15.0,65.28700257580627
25.456880940448976,1.0,7.0,41.107733148484975
25.746329074160297,4.0,19.0,68.2008701590047
12.274619124775192,1.0,8.0,24.992325987790476
,1.0,13.0,51.98981850692752
23.45509786415211,5.0,17.0,63.429375033390784
21.417944914821028,5.0,15.0,59.3467113061905
16.935300694879217,1.0,7.0,26.622136131915795
21.481100280292395,3.0,20.0,58.8637040727675
29.508790297498564,3.0,19.0,62.39092117633375
,4.0,6.0,36.660390945887
18.12732325673246,4.0,6.0,36.995869298557075
23.11302413516176,5.0,13.0,60.147599870265246
27.06590966934152,2.0,15.0,57.59266182697953
21.575617767886843,2.0,10.0,47.07549879513032
15.593367302107511,5.0,17.0,64.79468448670761
30.13261174702658,3.0,10.0,49.92889072862393
20.551247428792237,3.0,8.0,40.21813379962049
18.855004784535648,1.0,5.0,32.23053750910338
22.625375387160947,4.0,13.0,55.710040518382215
21.526078185646316,4.0,7.0,38.48384264911399
16.21102583330377,1.0,8.0,37.69830235471794
12.740996868342451,5.0,19.0,58.31396715119127
15.627505679413808,1.0,15.0,42.37168043576981
26.646855202484545,4.0,10.0,54.06315829277419
20.435767818550335,4.0,5.0,39.47827209061633
21.76664791189745,4.0,6.0,
24.774756286461706,5.0,14.0,63.81346405322146
18.302443109673973,2.0,9.0,38.74780221963705
22.040112740003625,5.0,8.0,48.00075561589992
24.580760669101192,1.0,14.0,53.712702126466354
,3.0,10.0,39.55911257983318
13.628579987587425,4.0,15.0,49.39706587916064
,3.0,6.0,37.260434204296274
27.26438226383202,3.0,20.0,67.19539483028608
19.566357140615178,2.0,19.0,56.196091235294205
19.12653753548435,3.0,11.0,40.324195186564715
25.749947887341662,2.0,13.0,49.87817292771565
25.952274561722902,4.0,5.0,43.91568939488439
16.58540258343795,1.0,8.0,33.95895246650315
18.43797278787048,4.0,16.0,52.56997731658894
14.812781088402602,4.0,9.0,41.437061487173395
29.047657642804506,4.0,12.0,60.25204517799189
16.610492965582385,4.0,12.0,51.97199896675828
29.237914886211136,1.0,9.0,45.486082337277324
25.915388705547507,5.0,9.0,50.88593288948062
17.167987441155507,4.0,19.0,50.87764163104926
20.13624299112787,4.0,6.0,39.974858567274346
23.205971580889603,2.0,19.0,60.250139576329204
24.772945104076367,3.0,16.0,58.82683930100725
24.658262887774395,5.0,14.0,67.53538610310504
19.731817278010922,2.0,12.0,40.703935307352715
23.067605277322606,5.0,10.0,52.151559479409094
19.76843753888245,4.0,8.0,44.26147995670084
27.706858489327992,5.0,9.0,55.54795404432027
23.103645436722857,5.0,20.0,72.59264897298557
17.953008029749896,4.0,16.0,53.39290145392534
20.190614234855815,3.0,13.0,50.80261941478962
22.05660190153643,5.0,12.0,59.129155308149414
14.834941631403524,5.0,6.0,39.569475564070345
29.23543197785048,4.0,8.0,
23.765876092042806,5.0,13.0,61.497484137040736
19.926437654525568,5.0,19.0,62.3345670014539
22.348006698216796,5.0,13.0,61.25812500951313
13.479042713842896,3.0,6.0,26.85859510972546
13.739021670855166,2.0,16.0,40.16591644482782
,,8.0,44.625650931943
19.41369401670832,2.0,6.0,35.257243783116
15.964219109402816,5.0,15.0,53.802839337411456
19.935477779196475,4.0,10.0,47.52134670627643
15.73219285222905,1.0,19.0,51.61988726754361
26.194574229768897,3.0,13.0,54.74522436816319
14.66353595522666,1.0,,43.499110519448585
10.600846694162946,3.0,16.0,142.1221115212066
16.034587197265495,5.0,17.0,58.72717405684102
21.942498734051973,1.0,19.0,54.379898650316015
21.31290753371587,1.0,9.0,33.3596358179414
4.973114234176229,4.0,7.0,33.56838087976453
24.958815758231435,4.0,13.0,56.47278641335532
26.912093223025348,3.0,5.0,44.389893603586955
28.04999196193507,5.0,13.0,62.371311188547814
20.06199911525058,2.0,9.0,39.02569538806066
23.746478567233698,1.0,19.0,55.13459981683362
26.834965133838416,3.0,12.0,57.18955752421364
22.811946690998525,2.0,19.0,51.498480674372466
30.657022292959127,5.0,16.0,67.32547792350023
21.52671685608042,2.0,6.0,37.62176465678164
23.735931416261412,5.0,16.0,172.4006782037431
15.486711174696635,1.0,5.0,22.002725750252864
20.73406733753343,1.0,9.0,34.05513789512948
20.96632412747903,2.0,13.0,42.05093465122717
8.539575100505129,3.0,18.0,47.062802754229395
17.391127785544874,5.0,13.0,53.32861136823206
25.866335728819063,5.0,11.0,52.53936763512169
22.23789589997824,3.0,13.0,52.07277232927288
25.121302094777008,3.0,9.0,43.26943264553296
17.559763568288147,4.0,15.0,54.64036417728071
30.18343088811607,3.0,11.0,53.93662172397642
32.10797394694292,3.0,16.0,64.36155616623087
23.31792545030494,5.0,20.0,69.35416116335216
19.82783494118387,5.0,12.0,55.817086352917315
17.785835658784013,1.0,18.0,47.64799065001938
23.840395299681088,1.0,7.0,36.01225711576447
25.616784455409267,5.0,12.0,60.66178627213516
17.745558974256365,4.0,15.0,53.46330239134293
23.812416562038553,1.0,11.0,42.44134852472074
17.524583940582392,4.0,20.0,67.16914739541235
23.81647170784553,2.0,20.0,56.69267490875866
16.9932652146204,4.0,17.0,59.936925470470975
23.96113232567611,2.0,7.0,34.310039856129364
20.869660269093604,1.0,7.0,34.021062115943764
22.35309644316001,2.0,19.0,56.78960954134476
32.49708127436629,2.0,19.0,60.892232891955516
9.39898916180752,2.0,17.0,41.430063201982314
23.410361479506665,2.0,20.0,66.89315638941805
19.619868016425702,4.0,11.0,49.400359998734785
15.26141164555768,4.0,16.0,45.693418269591206
26.365207017578864,1.0,17.0,52.36340502466132
20.296765106824225,5.0,5.0,41.929431320522184
22.773167253636068,5.0,17.0,65.06729139786424
23.923992506894038,3.0,8.0,42.60430773174154
17.25302807716166,1.0,20.0,48.63521253474141
29.94817733391528,1.0,15.0,55.45373426015001
26.945163590598675,5.0,15.0,58.230915846688504
27.208610155220192,1.0,18.0,62.7612081093289
25.966633427067386,5.0,6.0,49.71742806884682
23.75552579270217,5.0,20.0,74.45748817613313
21.761844067618046,5.0,17.0,63.63495105070356
16.00801984797448,4.0,20.0,57.94655244273915
30.16635614215329,3.0,16.0,59.65631178941421
24.54585664008641,1.0,10.0,36.52137879462796
,2.0,19.0,62.56756797710945
,4.0,6.0,46.50243047411167
16.937236216128102,5.0,,65.47998043058396
23.429740797016557,5.0,8.0,55.309652064554726
28.160945397310904,4.0,19.0,69.44155688998717
26.822079970844715,4.0,14.0,56.05620895855192
23.828399939466536,2.0,10.0,42.34408100559442
,,10.0,41.25588344531631
18.863959801928658,3.0,17.0,51.64767550166046
24.623131831228957,2.0,14.0,48.635210358408614
24.917688042576042,1.0,11.0,41.6753559286222
21.26195198801733,4.0,6.0,41.79706004078851
15.506339805716658,2.0,12.0,44.84166713780166
20.07685843716199,2.0,13.0,48.476059445036945
24.776597610148222,2.0,7.0,42.33005409186932
32.79647820947568,1.0,12.0,48.45354624335626
24.904446432544116,1.0,19.0,57.9950350306117
,2.0,,33.73418310401208
26.822402107261098,2.0,6.0,41.39675926821328
26.80720468224128,4.0,12.0,52.10111665291615
12.579860680437847,,18.0,55.85215425734966
21.10821148175574,3.0,18.0,63.70762127967816
31.899677278955206,1.0,8.0,41.607319331576164
15.837231706917379,4.0,8.0,38.8605745719839
34.278623751508036,4.0,15.0,73.34381282014856
15.821105917652794,5.0,18.0,59.487076759559045
22.99912732231848,1.0,5.0,33.10431942162367
21.53468928131365,4.0,9.0,47.07028098072829
14.261935404730046,4.0,6.0,30.560758743233567
24.60165774934889,5.0,11.0,52.68898437380227
26.08517198532126,3.0,11.0,
22.3141133743735,1.0,15.0,49.860782392520896
11.455826202249053,5.0,10.0,41.94020750003258
25.405248309800616,4.0,15.0,61.02257040624561
22.062968538568402,5.0,14.0,
